league,season,team,player,nation,pos,age,born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,ShtCmp,ShtAtt,ShtCmp%,MedCmp,MedAtt,MedCmp%,LngCmp,LngAtt,LngCmp%,Ast,xAG,xA,A-xAG,KP,FT,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,FinalThird,CPA,Mis,Dis,Rec,PrgR,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
ITA-Serie A,2324,Monza,Pablo Marí,ESP,DF,30-276,1993,34,30,2615,29.1,0,0,0,0,0,0,7,0,0.4,0.4,0.3,0.7,2,62,1,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,0,8,1,12.5,0.28,0.03,0,0,13.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,1581,1737,91,33221,11252,421,451,93.3,919,957,96,231,310,74.5,0,0.3,0.6,-0.3,4,92,3,1,62,1737,1670,66,31,0,5,4,12,0,0,0,0,1581,1,6,22,0.76,18,1,0,1,1,1,1,0.03,1,0,0,0,0,0,41,25,34,7,0,22,34,64.7,12,40,25,15,37,78,115,1,2007,307,1087,880,44,17,2007,8,5,62.5,2,25,1224,5474,2795,2,8,0,8,3,1420,1,2615,77,76.5,29.1,30,84,24,4,21,0,1.18,29,39,-10,-0.34,-0.12,29.5,43,-13.5,-0.47,-0.1,7,0,0,37,9,0,4,37,25,0,1,0,98,41,20,67.2
ITA-Serie A,2324,Monza,Papu Gómez,ARG,"MF,FW",36-108,1988,2,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0.2,0.2,2,3,1,0,0,0,0,0,0,0.43,0.43,0,0.43,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,11,19,57.9,180,96,6,6,100,4,4,100,1,7,14.3,0,0.2,0.3,-0.2,1,1,2,0,3,19,13,5,1,1,0,5,0,4,1,2,0,11,1,0,5,10.98,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,21,0,1,5,15,1,21,0,0,,0,,13,121,77,2,2,1,0,0,11,1,41,21,1.2,0.5,0,,0,2,21,0,3,1,0,1,2.2,2.54,2,0.9,1.1,2.37,2.85,0,0,0,0,0,0,5,1,0,0,0,0,3,0,0,
ITA-Serie A,2324,Monza,Patrick Ciurria,ITA,"DF,MF",29-114,1995,22,18,1598,17.8,0,1,1,0,0,0,2,0,1.5,1.5,2.6,4.1,41,68,94,0,0.06,0.06,0,0.06,0.09,0.15,0.23,0.09,0.23,0,28,7,25,1.58,0.39,0,0,22.6,0,0,0,1.5,1.5,0.05,-1.5,-1.5,662,847,78.2,10671,3258,335,377,88.9,271,348,77.9,41,72,56.9,1,2.6,2.1,-1.6,30,46,28,10,68,847,740,106,7,2,2,53,92,7,2,4,0,662,1,25,53,2.98,43,4,2,2,1,1,3,0.17,2,0,0,1,0,0,30,18,13,13,4,13,21,61.9,8,20,5,15,9,39,28,0,1021,39,269,411,350,31,1021,24,9,37.5,11,45.8,597,2981,1581,41,41,9,19,6,711,94,1598,73,46.7,17.8,18,80,10,4,38,7,1.32,16,20,-4,-0.23,0.17,16.6,24.9,-8.3,-0.47,-0.05,2,0,0,29,14,4,53,9,18,0,1,0,56,7,9,43.8
ITA-Serie A,2324,Monza,Pedro Pereira,POR,DF,26-132,1998,23,9,841,9.3,0,2,2,0,0,0,3,0,0.2,0.2,1.2,1.4,20,43,69,0,0.21,0.21,0,0.21,0.02,0.12,0.14,0.02,0.14,0,3,0,0,0.32,0,0,,14.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,406,517,78.5,6526,2297,215,234,91.9,158,195,81,25,57,43.9,2,1.2,1,0.8,14,41,15,10,43,517,448,66,2,0,2,37,64,0,0,0,0,406,3,17,26,2.78,24,0,1,1,0,0,2,0.21,2,0,0,0,0,0,19,13,14,4,1,9,17,52.9,8,15,2,13,4,23,18,0,600,22,164,261,179,15,600,11,5,45.5,4,36.4,361,1501,886,20,18,3,6,8,401,69,841,37,24.6,9.3,9,65,2,14,18,15,1.04,8,17,-9,-0.96,-0.86,11.2,17.8,-6.6,-0.71,-0.35,3,0,0,11,3,1,37,4,13,0,0,0,41,5,6,45.5
ITA-Serie A,2324,Monza,Pepín,EQG,"MF,FW",27-293,1996,10,2,241,2.7,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,1,13,12,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08,0,5,0,0,1.87,0,0,,26.2,2,0,0,0.2,0.2,0.03,-0.2,-0.2,113,143,79,1961,462,54,61,88.5,45,53,84.9,10,18,55.6,0,0.1,0.1,-0.1,2,9,1,0,13,143,134,7,2,2,1,4,2,3,0,3,0,113,2,3,7,2.64,5,0,0,1,1,0,0,0,0,0,0,0,0,0,6,1,1,4,1,2,4,50,2,5,2,3,0,6,6,0,177,7,28,87,62,2,177,4,1,25,1,25,109,423,162,1,3,0,6,1,123,12,241,24,7,2.7,2,45,0,8,19,16,1.2,2,2,0,0,0.34,2,5.6,-3.6,-1.36,-0.99,2,0,0,2,6,0,4,0,1,0,0,0,15,0,2,0
ITA-Serie A,2324,Monza,Roberto Gagliardini,ITA,"MF,DF",30-056,1994,33,29,2360,26.2,1,2,3,1,0,0,5,0,2.9,2.9,1.7,4.6,38,120,36,0.04,0.08,0.11,0.04,0.11,0.11,0.06,0.18,0.11,0.18,1,36,9,25,1.37,0.34,0.03,0.11,17.8,1,0,0,2.9,2.9,0.08,-1.9,-1.9,1339,1487,90,23611,5656,563,607,92.8,648,690,93.9,101,135,74.8,2,1.7,2,0.3,20,114,10,1,120,1487,1427,57,45,2,13,8,8,3,0,0,0,1339,3,11,51,1.94,45,2,0,1,3,0,3,0.11,3,0,0,0,0,0,61,30,27,25,9,31,50,62,19,30,11,19,31,92,38,0,1761,94,439,1034,310,42,1761,17,8,47.1,7,41.2,1045,5931,2950,38,36,2,28,14,1222,36,2360,72,69,26.2,29,79,18,4,21,2,1.12,28,37,-9,-0.34,-0.09,30.8,39.4,-8.6,-0.33,0.37,5,0,0,26,21,1,8,31,30,0,1,0,140,46,36,56.1
ITA-Serie A,2324,Monza,Samuele Birindelli,ITA,DF,24-319,1999,35,22,2013,22.4,0,2,2,0,0,0,7,0,1.1,1.1,2.9,4,63,70,122,0,0.09,0.09,0,0.09,0.05,0.13,0.18,0.05,0.18,0,25,9,36,1.12,0.4,0,0,18.1,0,0,0,1.1,1.1,0.04,-1.1,-1.1,902,1104,81.7,15543,4505,427,466,91.6,382,446,85.7,81,138,58.7,2,2.9,2.4,-0.9,24,59,25,14,70,1104,939,160,11,1,14,54,148,1,0,0,0,902,5,31,43,1.92,35,0,1,4,3,0,4,0.18,4,0,0,0,0,0,28,19,16,7,5,14,25,56,11,30,11,19,18,46,48,0,1320,63,412,557,364,43,1320,30,12,40,15,50,766,4352,2314,63,40,11,35,9,885,122,2013,58,58.9,22.4,22,76,8,13,25,2,1.2,25,33,-8,-0.36,-0.1,24,34.4,-10.4,-0.46,-0.05,7,0,0,30,32,1,54,18,19,0,0,0,77,8,6,57.1
ITA-Serie A,2324,Monza,Samuele Vignato,ITA,"MF,FW",20-099,2004,10,3,343,3.8,1,0,1,1,0,0,2,0,1.7,1.7,0.2,1.8,13,13,20,0.26,0,0.26,0.26,0.26,0.44,0.04,0.48,0.44,0.48,1,7,4,57.1,1.84,1.05,0.14,0.25,15.1,0,0,0,1.7,1.7,0.24,-0.7,-0.7,107,128,83.6,1743,428,61,68,89.7,34,40,85,11,15,73.3,0,0.2,0.2,-0.2,4,9,2,0,13,128,118,10,2,1,3,8,1,6,0,5,0,107,0,3,11,2.89,7,2,1,1,0,0,0,0,0,0,0,0,0,0,6,4,2,3,1,2,3,66.7,1,2,0,2,1,7,1,0,168,0,23,83,67,12,168,9,5,55.6,4,44.4,109,671,348,13,8,6,11,6,124,20,343,34,10,3.8,3,65,0,7,21,12,1.5,4,2,2,0.52,0.93,3.7,3.7,0,0.01,0.5,2,0,0,4,4,1,8,1,4,0,0,0,13,1,5,16.7
ITA-Serie A,2324,Monza,Valentin Carboni,ARG,"MF,FW",19-089,2005,31,10,1169,13,2,3,5,2,0,0,2,0,2.3,2.3,1.7,4,52,57,75,0.15,0.23,0.38,0.15,0.38,0.18,0.13,0.31,0.18,0.31,2,23,7,30.4,1.77,0.54,0.09,0.29,18.3,0,0,0,2.3,2.3,0.1,-0.3,-0.3,436,523,83.4,6962,1487,225,260,86.5,175,193,90.7,28,38,73.7,3,1.7,1.4,1.3,23,30,8,1,57,523,507,16,3,4,4,14,2,6,2,2,0,436,0,20,42,3.23,36,2,1,1,0,2,4,0.31,3,0,0,1,0,0,25,15,10,12,3,8,26,30.8,18,12,1,11,7,32,4,0,676,5,83,329,281,41,676,49,24,49,18,36.7,465,3385,1577,52,33,18,30,15,500,75,1169,38,34.2,13,10,70,2,21,22,6,1.16,14,20,-6,-0.46,-0.22,14,19,-4.9,-0.38,0.09,2,0,0,21,20,3,14,7,15,0,0,0,60,4,13,23.5
ITA-Serie A,2324,Monza,Warren Bondo,FRA,MF,20-261,2003,25,14,1475,16.4,1,1,2,1,0,0,9,0,0.9,0.9,0.3,1.2,31,43,13,0.06,0.06,0.12,0.06,0.12,0.06,0.02,0.08,0.06,0.08,1,17,4,23.5,1.04,0.24,0.06,0.25,20.8,0,0,0,0.9,0.9,0.06,0.1,0.1,557,621,89.7,9504,1586,239,253,94.5,271,295,91.9,34,39,87.2,1,0.3,0.2,0.7,7,40,2,1,43,621,602,16,6,0,3,2,3,1,0,0,0,557,3,11,30,1.83,21,0,2,4,1,2,4,0.24,3,0,0,1,0,0,29,22,16,10,3,13,17,76.5,4,13,3,10,6,35,13,0,750,28,174,458,125,13,750,18,13,72.2,4,22.2,492,2905,1435,31,20,5,16,19,541,13,1475,59,43.1,16.4,14,79,8,11,34,11,1.28,20,27,-7,-0.43,-0.2,17.7,25.3,-7.5,-0.46,-0.03,9,0,0,31,19,0,2,6,22,0,1,0,70,10,7,58.8
ITA-Serie A,2324,Napoli,Alessandro Zanoli,ITA,"DF,FW",23-243,2000,4,0,52,0.6,0,0,0,0,0,0,1,0,0,0,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,33,40,82.5,527,111,14,16,87.5,15,19,78.9,2,2,100,0,0,0,0,0,2,0,0,4,40,37,3,0,0,0,2,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,0,0,1,2,1,0,47,2,10,21,16,0,47,2,0,0,2,100,26,153,94,2,1,0,2,0,29,3,52,13,1.5,0.6,0,,0,4,13,15,1.75,0,0,0,0,-0.19,1.3,0.7,0.5,0.94,0.33,1,0,0,3,0,0,2,1,1,0,0,0,2,0,2,0
ITA-Serie A,2324,Napoli,Alessio Zerbin,ITA,"FW,DF",25-091,1999,7,1,150,1.7,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.9,6,3,18,0,0,0,0,0,0.15,0.37,0.52,0.15,0.52,0,3,1,33.3,1.8,0.6,0,0,18.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2,56,71,78.9,779,133,30,36,83.3,18,21,85.7,2,4,50,0,0.6,0.5,-0.6,4,1,2,2,3,71,63,8,1,0,1,7,6,1,0,1,0,56,0,5,5,3,4,0,0,0,1,0,1,0.6,0,0,0,0,1,0,5,2,1,3,1,2,7,28.6,5,1,0,1,0,5,0,0,92,0,10,32,54,8,92,4,2,50,1,25,45,311,147,6,4,2,5,3,65,18,150,21,4.4,1.7,1,70,0,6,13,13,1.14,1,2,-1,-0.6,-0.82,3.3,3,0.3,0.16,-0.47,0,0,0,7,4,0,7,0,2,0,0,0,6,1,1,50
ITA-Serie A,2324,Napoli,Alex Meret,ITA,GK,27-072,1997,31,31,2773,30.8,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,769,914,84.1,18457,10706,137,137,100,447,452,98.9,185,321,57.6,0,0.1,0,-0.1,1,1,0,0,0,914,726,185,48,0,1,0,0,0,0,0,0,769,3,1,5,0.16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,50,1,0,0,0,0,1,10,1,959,793,956,3,0,0,959,1,1,100,0,0,564,2467,1302,0,0,0,0,0,554,0,2773,89,81.1,30.8,31,89,30,0,,1,1.39,49,40,9,0.29,0.57,53,32.3,20.7,0.67,0.34,0,0,0,0,3,0,0,0,0,0,0,0,53,4,1,80
ITA-Serie A,2324,Napoli,Amir Rrahmani,KVX,DF,30-099,1994,30,30,2600,28.9,3,0,3,3,0,0,5,0,2.2,2.2,0.9,3.1,19,113,4,0.1,0,0.1,0.1,0.1,0.08,0.03,0.11,0.08,0.11,3,25,8,32,0.87,0.28,0.12,0.38,12,0,0,0,2.2,2.2,0.09,0.8,0.8,2028,2255,89.9,39408,13051,735,776,94.7,1008,1067,94.5,260,366,71,0,0.9,0.7,-0.9,14,153,3,0,113,2255,2153,97,72,0,45,4,6,0,0,0,0,2028,5,8,43,1.49,34,0,1,4,1,3,5,0.17,5,0,0,0,0,0,33,27,17,14,2,16,32,50,16,24,10,14,20,53,90,0,2477,209,973,1399,116,40,2477,15,10,66.7,3,20,1557,7914,4596,19,15,1,7,6,1792,4,2600,87,76,28.9,30,87,27,0,,3,1.43,39,39,0,0,-0.77,44.5,30.3,14.2,0.49,-0.48,5,0,0,19,7,2,4,20,27,0,1,0,140,79,46,63.2
ITA-Serie A,2324,Napoli,Andre-Frank Zambo Anguissa,CMR,MF,28-199,1995,34,32,2786,31,0,2,2,0,0,0,2,0,3.4,3.3,3,6.3,43,163,139,0,0.06,0.06,0,0.06,0.11,0.1,0.21,0.11,0.2,0,33,6,18.2,1.07,0.19,0,0,16.6,0,0,0,3.4,3.3,0.1,-3.4,-3.3,1604,1839,87.2,22930,5591,950,1042,91.2,515,579,88.9,71,99,71.7,2,3,3,-1,38,147,28,6,163,1839,1803,32,18,4,4,20,14,0,0,0,0,1604,4,24,89,2.88,84,1,1,2,1,0,4,0.13,4,0,0,0,0,0,61,33,21,29,11,34,69,49.3,35,40,5,35,28,89,19,1,2147,43,286,1262,627,59,2147,61,25,41,31,50.8,1225,6011,2376,43,65,10,56,31,1675,139,2786,82,81.5,31,32,85,24,2,30,0,1.35,43,36,7,0.23,0.23,50.4,29.8,20.6,0.67,0.33,2,0,0,41,38,3,20,28,33,0,0,0,174,46,45,50.5
ITA-Serie A,2324,Napoli,Cyril Ngonge,BEL,FW,24-007,2000,13,1,315,3.5,1,0,1,1,0,0,2,0,1,1,0.8,1.8,18,11,43,0.29,0,0.29,0.29,0.29,0.29,0.22,0.51,0.29,0.51,1,17,5,29.4,4.86,1.43,0.06,0.2,17.7,2,0,0,1,1,0.06,0,0,107,144,74.3,1788,439,58,65,89.2,37,50,74,11,23,47.8,0,0.8,0.5,-0.8,9,8,5,2,11,144,131,13,2,1,1,20,2,9,4,5,0,107,0,4,26,7.45,10,3,5,4,4,0,0,0,0,0,0,0,0,0,5,3,1,4,0,2,2,100,0,2,0,2,0,5,2,0,198,4,14,74,113,16,198,16,8,50,7,43.8,129,931,482,18,9,6,11,3,161,43,315,24,9.2,3.5,1,54,0,12,22,0,1,4,5,-1,-0.29,-0.52,7.1,1.9,5.1,1.48,0.96,2,0,0,2,10,1,20,0,3,0,0,0,16,4,2,66.7
ITA-Serie A,2324,Napoli,Diego Demme,GER,MF,32-194,1991,2,1,73,0.8,0,0,0,0,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,63,76,82.9,1050,216,28,34,82.4,29,35,82.9,4,4,100,0,0,0,0,0,3,1,0,5,76,76,0,0,0,2,3,0,0,0,0,0,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,81,2,14,45,22,4,81,2,0,0,2,100,50,289,169,3,4,0,0,0,65,0,73,37,2.1,0.8,1,59,0,1,14,13,2,1,0,1,1.23,1.07,0.8,0.1,0.6,0.77,0.16,1,0,0,1,2,0,3,0,1,0,0,0,8,1,0,100
ITA-Serie A,2324,Napoli,Elif Elmas,MKD,"FW,MF",24-252,1999,11,4,339,3.8,2,0,2,2,0,0,2,0,0.5,0.5,0.2,0.7,14,16,26,0.53,0,0.53,0.53,0.53,0.13,0.06,0.19,0.13,0.19,2,6,6,100,1.59,1.59,0.33,0.33,19.1,0,0,0,0.5,0.5,0.08,1.5,1.5,167,191,87.4,2276,469,116,122,95.1,39,48,81.3,7,10,70,0,0.2,0.3,-0.2,6,14,1,0,16,191,183,7,1,0,0,6,3,3,0,1,0,167,1,4,9,2.4,7,0,1,0,1,0,0,0,0,0,0,0,0,0,4,3,1,3,0,2,2,100,0,2,0,2,2,6,8,0,240,7,27,107,111,12,240,13,6,46.2,7,53.8,140,1045,623,14,13,4,9,7,181,26,339,31,9.9,3.8,4,54,0,7,17,3,1.64,3,5,-2,-0.53,-0.79,3.3,4.8,-1.4,-0.39,-1.1,2,0,0,7,6,1,6,2,3,0,0,0,19,1,6,14.3
ITA-Serie A,2324,Napoli,Giacomo Raspadori,ITA,"FW,MF",24-105,2000,37,14,1584,17.6,5,3,8,5,0,1,0,0,5.9,4.5,4,8.5,29,54,139,0.28,0.17,0.45,0.28,0.45,0.33,0.23,0.56,0.25,0.48,5,60,24,40,3.41,1.36,0.08,0.21,18.8,4,0,1,5.9,4.5,0.07,-0.9,0.5,525,709,74,9296,1615,242,289,83.7,198,258,76.7,67,113,59.3,3,4,3,-1,36,38,15,5,54,709,638,68,15,6,18,65,5,28,5,18,0,525,3,20,75,4.25,49,11,4,7,3,1,3,0.17,3,0,0,0,0,0,21,10,6,10,5,6,15,40,9,15,1,14,3,24,7,0,886,5,69,373,449,90,885,30,14,46.7,14,46.7,540,2852,895,29,18,12,33,18,689,139,1584,43,46.3,17.6,14,74,4,23,24,0,1.41,26,18,8,0.45,0.5,28.2,16.7,11.5,0.65,0.09,0,0,0,17,19,5,65,3,10,0,0,0,53,7,18,28
ITA-Serie A,2324,Napoli,Gianluca Gaetano,ITA,MF,24-028,2000,9,1,161,1.8,1,0,1,1,0,0,1,0,0.6,0.6,0.5,1.1,6,6,5,0.56,0,0.56,0.56,0.56,0.35,0.27,0.62,0.35,0.62,1,9,4,44.4,5.03,2.24,0.11,0.25,22.2,0,0,0,0.6,0.6,0.07,0.4,0.4,70,79,88.6,1030,257,36,40,90,26,27,96.3,3,4,75,0,0.5,0.4,-0.5,5,4,3,3,6,79,78,1,1,0,1,3,0,0,0,0,0,70,0,1,8,4.44,7,0,0,0,1,0,1,0.56,0,0,0,0,1,0,4,1,0,4,0,2,4,50,2,5,2,3,1,5,4,0,118,4,12,68,41,5,118,5,1,20,4,80,58,295,155,6,1,1,5,3,76,5,161,18,4.7,1.8,1,55,0,8,13,10,1.56,3,3,0,0,-0.19,3.7,2.1,1.6,0.9,0.31,1,0,0,3,1,0,3,1,1,1,0,0,15,1,3,25
ITA-Serie A,2324,Napoli,Giovanni Di Lorenzo,ITA,DF,30-303,1993,36,36,3234,35.9,1,6,7,1,0,0,6,0,3.1,3.1,4.9,8,95,304,250,0.03,0.17,0.19,0.03,0.19,0.09,0.14,0.22,0.09,0.22,1,37,6,16.2,1.03,0.17,0.03,0.17,13.4,0,0,0,3.1,3.1,0.08,-2.1,-2.1,2314,2732,84.7,36941,13552,1255,1357,92.5,835,982,85,170,254,66.9,6,4.9,5.4,1.1,51,230,86,16,304,2732,2336,386,42,6,26,126,343,1,0,0,0,2314,10,46,126,3.51,114,0,5,6,0,1,10,0.28,9,0,0,1,0,0,58,36,26,26,6,32,68,47.1,36,43,16,27,24,82,45,0,3054,90,711,1445,921,129,3054,59,18,30.5,35,59.3,1815,8286,4442,95,63,16,28,23,2213,250,3234,90,94.6,35.9,36,90,35,0,,0,1.42,52,45,7,0.19,0.19,58.8,36.9,21.8,0.61,0.04,6,0,0,28,37,5,126,24,36,0,0,0,141,27,39,40.9
ITA-Serie A,2324,Napoli,Giovanni Simeone,ARG,FW,28-333,1995,28,8,800,8.9,1,0,1,1,0,0,3,0,3.4,3.4,0.6,3.9,11,13,76,0.11,0,0.11,0.11,0.11,0.38,0.06,0.44,0.38,0.44,1,35,12,34.3,3.94,1.35,0.03,0.08,14.6,0,0,0,3.4,3.4,0.1,-2.4,-2.4,132,187,70.6,1760,309,79,95,83.2,37,52,71.2,6,15,40,0,0.6,0.8,-0.6,9,7,5,1,13,187,170,15,0,2,0,6,0,0,0,0,0,132,2,4,28,3.15,17,0,2,4,4,1,1,0.11,0,0,0,0,1,0,12,4,1,3,8,3,12,25,9,11,0,11,1,13,7,0,301,7,19,128,159,56,301,10,5,50,5,50,168,875,281,11,9,4,25,13,233,76,800,29,23.4,8.9,8,65,1,20,14,9,1.32,12,12,0,0,-0.24,14.6,7.6,7,0.79,0.24,3,0,0,12,13,6,6,1,4,1,0,0,21,21,22,48.8
ITA-Serie A,2324,Napoli,Hamed Junior Traorè,CIV,MF,24-107,2000,9,5,382,4.2,0,0,0,0,0,0,1,0,0.9,0.9,0.7,1.6,12,21,19,0,0,0,0,0,0.2,0.17,0.37,0.2,0.37,0,10,3,30,2.36,0.71,0,0,22.6,0,0,0,0.9,0.9,0.09,-0.9,-0.9,167,196,85.2,2743,521,85,96,88.5,52,60,86.7,20,25,80,0,0.7,0.3,-0.7,8,18,8,1,21,196,195,1,1,0,3,7,0,0,0,0,0,167,0,1,16,3.77,13,0,2,1,0,0,0,0,0,0,0,0,0,0,4,2,2,0,2,1,6,16.7,5,3,0,3,2,6,1,1,243,7,33,131,85,12,243,10,5,50,5,50,147,889,448,12,8,2,7,7,193,19,382,42,11.2,4.2,5,62,0,4,18,8,1.22,8,6,2,0.47,0.32,7.3,3.9,3.5,0.82,0.24,1,0,0,4,7,1,7,2,2,0,0,0,20,1,5,16.7
ITA-Serie A,2324,Napoli,Jens Cajuste,SWE,MF,24-297,1999,26,11,1016,11.3,0,2,2,0,0,0,7,0,1.5,1.5,1.1,2.5,19,37,53,0,0.18,0.18,0,0.18,0.13,0.09,0.22,0.13,0.22,0,16,3,18.8,1.42,0.27,0,0,16.5,0,0,0,1.5,1.5,0.09,-1.5,-1.5,369,435,84.8,5697,1065,198,218,90.8,144,171,84.2,19,22,86.4,2,1.1,0.7,0.9,15,35,10,1,37,435,425,8,1,1,1,6,7,0,0,0,0,369,2,9,37,3.28,31,0,4,1,0,1,5,0.44,4,0,0,0,0,1,36,24,13,17,6,20,37,54.1,17,20,3,17,4,40,15,0,577,22,83,323,180,23,577,28,17,60.7,10,35.7,283,1506,728,19,18,2,19,10,391,53,1016,39,29.7,11.3,11,70,2,15,16,8,1.62,19,18,1,0.09,-0.14,18.6,13.5,5.1,0.45,-0.22,7,0,0,29,11,1,6,4,24,0,1,0,46,15,17,46.9
ITA-Serie A,2324,Napoli,Jesper Lindstrøm,DEN,"FW,MF",24-094,2000,22,2,430,4.8,0,0,0,0,0,0,2,0,0.7,0.7,1,1.7,16,16,34,0,0,0,0,0,0.14,0.22,0.36,0.14,0.36,0,14,2,14.3,2.93,0.42,0,0,21.4,1,0,0,0.7,0.7,0.05,-0.7,-0.7,188,229,82.1,2592,472,119,128,93,42,53,79.2,13,18,72.2,0,1,0.9,-1,13,9,6,1,16,229,215,14,4,1,2,12,6,4,1,2,1,188,0,11,24,5.01,17,3,3,1,0,0,0,0,0,0,0,0,0,0,8,3,2,3,3,4,8,50,4,3,0,3,2,10,6,0,306,2,27,129,154,20,306,25,11,44,14,56,184,1195,512,16,10,5,18,8,233,34,430,20,12.6,4.8,2,69,0,20,15,11,1.32,9,7,2,0.42,0.27,8.7,4.2,4.5,0.94,0.38,2,0,0,6,4,2,12,2,3,0,0,0,15,1,4,20
ITA-Serie A,2324,Napoli,Juan Jesus,BRA,DF,32-358,1991,24,23,2116,23.5,1,0,1,1,0,0,7,0,1.3,1.3,0.3,1.6,6,82,2,0.04,0,0.04,0.04,0.04,0.06,0.01,0.07,0.06,0.07,1,8,2,25,0.34,0.09,0.13,0.5,8.9,0,0,0,1.3,1.3,0.16,-0.3,-0.3,1547,1709,90.5,29632,9837,487,524,92.9,896,950,94.3,148,200,74,0,0.3,0.8,-0.3,5,67,2,0,82,1709,1621,86,60,0,7,0,16,0,0,0,0,1547,2,12,13,0.55,11,0,0,2,0,0,0,0,0,0,0,0,0,0,42,19,28,12,2,23,33,69.7,10,23,12,11,23,65,67,1,1897,144,808,1059,39,15,1897,1,1,100,0,0,1152,5783,2904,6,5,0,6,2,1352,2,2116,88,61.9,23.5,23,90,20,1,52,6,1.33,27,29,-2,-0.09,-0.71,36.6,23.5,13.2,0.56,-0.12,7,0,0,28,9,0,0,23,19,0,1,0,112,47,47,50
ITA-Serie A,2324,Napoli,Khvicha Kvaratskhelia,GEO,FW,23-111,2001,34,32,2737,30.4,11,6,17,11,0,0,8,0,11.1,11.1,6.8,17.9,184,89,266,0.36,0.2,0.56,0.36,0.56,0.37,0.23,0.59,0.36,0.59,11,128,45,35.2,4.21,1.48,0.09,0.24,18.8,4,0,0,11.1,11.1,0.09,-0.1,-0.1,965,1200,80.4,15513,2850,541,598,90.5,300,372,80.6,96,162,59.3,6,6.8,5.4,-0.8,63,46,34,2,89,1200,1110,86,17,6,30,99,22,45,27,12,0,965,4,22,155,5.1,80,15,26,16,14,4,16,0.53,6,0,3,3,3,1,42,21,11,19,12,15,49,30.6,34,15,1,14,13,55,9,0,1642,10,108,641,926,196,1642,220,101,45.9,98,44.5,1119,9260,4776,184,108,81,58,48,1296,266,2737,81,80,30.4,32,83,14,2,34,0,1.41,46,40,6,0.2,0.07,49.9,33.2,16.6,0.55,-0.29,8,0,0,25,80,4,99,13,21,2,0,0,99,11,20,35.5
