league,season,team,player,nation,pos,age,born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,ShtCmp,ShtAtt,ShtCmp%,MedCmp,MedAtt,MedCmp%,LngCmp,LngAtt,LngCmp%,Ast,xAG,xA,A-xAG,KP,FT,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,FinalThird,CPA,Mis,Dis,Rec,PrgR,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
ITA-Serie A,2324,Napoli,Leander Dendoncker,BEL,MF,29-048,1995,3,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.12,0,0.12,0.12,0.12,0,1,0,0,3.75,0,0,,28.2,0,0,0,0,0,0.03,0,0,23,27,85.2,333,62,15,17,88.2,8,9,88.9,0,1,0,0,0,0,0,0,3,0,0,2,27,26,1,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,31,0,7,22,2,0,31,0,0,,0,,15,39,20,0,0,0,2,1,25,0,24,8,0.7,0.3,0,,0,3,8,13,2.33,1,0,1,3.75,3.59,0.2,0.1,0.1,0.35,-0.26,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,100
ITA-Serie A,2324,Napoli,Leo Skiri Østigård,NOR,DF,24-187,1999,25,18,1625,18.1,1,0,1,1,0,0,3,0,0.6,0.6,0.1,0.7,13,76,3,0.06,0,0.06,0.06,0.06,0.03,0,0.04,0.03,0.04,1,7,1,14.3,0.39,0.06,0.14,1,13.2,0,0,0,0.6,0.6,0.09,0.4,0.4,1172,1339,87.5,22293,8252,377,411,91.7,671,723,92.8,110,177,62.1,0,0.1,0.3,-0.1,3,68,4,0,76,1339,1297,37,25,0,8,2,6,0,0,0,0,1172,5,4,11,0.61,10,0,0,0,0,1,0,0,0,0,0,0,0,0,24,12,13,10,1,6,11,54.5,5,18,12,6,16,40,65,0,1487,171,668,769,57,18,1487,3,2,66.7,1,33.3,872,4462,2440,13,7,0,4,2,1050,3,1625,65,47.5,18.1,18,85,16,7,14,11,1.38,29,23,6,0.33,0.28,28.1,17.3,10.9,0.6,-0.01,3,0,0,12,12,1,2,16,12,0,0,0,78,58,25,69.9
ITA-Serie A,2324,Napoli,Mathías Olivera,URU,DF,26-215,1997,23,18,1569,17.4,1,1,2,1,0,0,3,0,0.5,0.5,0.9,1.4,31,89,93,0.06,0.06,0.11,0.06,0.11,0.03,0.05,0.08,0.03,0.08,1,12,1,8.3,0.69,0.06,0.08,1,11.7,0,0,0,0.5,0.5,0.05,0.5,0.5,1024,1175,87.1,15322,5299,600,638,94,354,406,87.2,49,77,63.6,1,0.9,1.3,0.1,19,83,16,7,89,1175,992,182,26,1,6,27,156,0,0,0,0,1024,1,22,42,2.41,35,1,1,3,1,1,2,0.11,1,0,0,0,0,1,50,29,29,15,6,23,39,59,16,35,6,29,20,70,25,0,1375,51,371,685,326,41,1375,17,11,64.7,5,29.4,728,3374,1814,31,27,1,13,16,851,93,1569,68,45.9,17.4,18,80,10,5,26,4,1.39,29,18,11,0.63,0.83,29.5,14.4,15.1,0.87,0.48,3,0,0,9,17,1,27,20,29,0,0,0,101,37,30,55.2
ITA-Serie A,2324,Napoli,Matteo Politano,ITA,FW,30-304,1993,37,31,2360,26.2,8,7,15,6,2,3,2,1,7.1,4.8,6.6,11.4,113,164,216,0.31,0.27,0.57,0.23,0.5,0.27,0.25,0.52,0.18,0.43,8,72,15,20.8,2.75,0.57,0.08,0.4,21.5,4,2,3,7.1,4.8,0.07,0.9,1.2,994,1292,76.9,16623,5282,526,581,90.5,315,403,78.2,115,207,55.6,7,6.6,6,0.4,71,75,76,23,164,1292,1137,145,36,2,31,135,38,65,30,13,2,994,10,43,142,5.41,100,16,6,14,6,0,15,0.57,10,2,2,0,1,0,19,8,8,7,4,11,34,32.4,23,9,1,8,15,34,11,1,1550,14,166,555,845,86,1547,83,31,37.3,39,47,944,7031,3397,113,80,22,45,24,1155,216,2360,64,69,26.2,31,70,1,6,34,0,1.41,39,34,5,0.19,0.02,40.7,27.6,13.1,0.5,-0.34,2,1,0,11,38,2,135,15,8,1,0,0,91,3,12,20
ITA-Serie A,2324,Napoli,Mário Rui,POR,DF,33-006,1991,21,14,1205,13.4,0,2,2,0,0,0,7,1,0.1,0.1,1.9,2,33,90,59,0,0.15,0.15,0,0.15,0.01,0.14,0.15,0.01,0.15,0,5,2,40,0.37,0.15,0,0,31.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,860,1068,80.5,15400,5240,369,406,90.9,366,434,84.3,99,181,54.7,2,1.9,1.8,0.1,26,89,19,7,90,1068,906,162,40,2,11,62,106,16,0,15,0,860,0,16,41,3.06,25,13,0,0,3,0,2,0.15,2,0,0,0,0,0,27,15,17,5,5,14,21,66.7,7,17,2,15,15,42,19,0,1185,33,294,647,251,8,1185,9,3,33.3,4,44.4,623,2907,1775,33,21,1,10,9,812,59,1205,57,35.2,13.4,14,75,5,7,22,10,1.52,22,19,3,0.22,0.06,22.6,14.3,8.3,0.62,0.02,7,1,1,16,28,1,62,15,15,0,1,0,57,10,27,27
ITA-Serie A,2324,Napoli,Natan,BRA,DF,23-117,2001,14,11,952,10.6,0,0,0,0,0,0,3,1,0.4,0.4,0.1,0.5,15,34,11,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,0,6,1,16.7,0.57,0.09,0,0,14.1,0,0,0,0.4,0.4,0.07,-0.4,-0.4,581,666,87.2,10893,2971,219,230,95.2,298,320,93.1,61,103,59.2,0,0.1,0.2,-0.1,4,35,5,1,34,666,619,46,22,0,7,5,24,0,0,0,0,581,1,6,9,0.85,9,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,10,3,1,5,10,50,5,12,9,3,8,22,32,0,756,70,327,384,50,8,756,5,2,40,2,40,470,2769,1512,15,7,0,10,1,552,11,952,68,27.8,10.6,11,80,5,3,26,19,1.5,17,15,2,0.19,0.01,19.4,12.9,6.6,0.62,0.02,3,1,1,13,6,0,5,8,10,0,0,0,39,25,23,52.1
ITA-Serie A,2324,Napoli,Nikita Contini Baranovsky,ITA,GK,28-012,1996,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,4,4,100,66,38,2,2,100,2,2,100,0,0,,0,0,0,0,0,0,0,0,0,4,2,2,1,0,0,0,0,0,0,0,0,4,0,0,1,5.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,5,3,4,1,0,0,5,0,0,,0,,2,5,3,0,0,0,0,0,0,0,17,17,0.5,0.2,0,,0,1,17,34,1,0,0,0,0,-0.19,0.3,0.1,0.2,1.12,0.51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
ITA-Serie A,2324,Napoli,Pasquale Mazzocchi,ITA,DF,28-311,1995,10,4,428,4.8,0,1,1,0,0,0,0,1,0.2,0.2,0.2,0.4,14,24,22,0,0.21,0.21,0,0.21,0.03,0.04,0.08,0.03,0.08,0,5,1,20,1.05,0.21,0,0,24.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,225,276,81.5,3611,1120,136,148,91.9,74,100,74,15,24,62.5,1,0.2,0.3,0.8,3,18,6,3,24,276,237,39,4,2,3,14,35,0,0,0,0,225,0,2,7,1.48,6,0,0,1,0,0,1,0.21,1,0,0,0,0,0,5,2,1,2,2,2,3,66.7,1,5,1,4,1,6,13,0,328,12,92,155,82,6,328,18,6,33.3,9,50,190,1262,559,14,13,2,5,3,213,22,428,43,12.5,4.8,4,78,1,6,19,9,0.8,5,5,0,0,-0.21,4.9,2.8,2.1,0.44,-0.18,0,1,0,9,7,0,14,1,2,0,0,0,21,12,7,63.2
ITA-Serie A,2324,Napoli,Pierluigi Gollini,ITA,GK,29-076,1995,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.14,0,0,,12.9,0,0,0,0,0,0.02,0,0,218,266,82,5646,3603,37,37,100,116,117,99.1,65,112,58,0,0,0,0,0,0,0,0,0,266,197,69,16,0,2,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,100,0,0,0,0,1,2,2,0,279,235,277,1,1,1,279,0,0,,0,,153,818,485,0,0,0,0,0,140,0,630,90,18.4,7,7,90,7,0,,22,1.43,6,8,-2,-0.29,-0.58,8.1,6,2.2,0.31,-0.37,0,0,0,0,1,0,0,1,1,0,0,0,12,2,0,100
ITA-Serie A,2324,Napoli,Piotr Zieliński,POL,MF,30-013,1994,28,23,1924,21.4,3,2,5,2,1,1,1,0,2.6,1.8,3.4,5.2,38,131,88,0.14,0.09,0.23,0.09,0.19,0.12,0.16,0.28,0.08,0.24,3,29,8,27.6,1.36,0.37,0.07,0.25,21.4,3,1,1,2.6,1.8,0.06,0.4,0.2,1037,1255,82.6,15627,5245,585,626,93.5,326,394,82.7,78,155,50.3,2,3.4,3.2,-1.4,48,129,35,2,131,1255,1145,102,28,5,7,89,2,68,14,37,0,1037,8,17,91,4.26,60,21,4,5,1,0,8,0.37,4,1,0,2,1,0,23,15,6,13,4,12,24,50,12,12,1,11,9,32,15,0,1396,26,217,687,503,35,1395,34,16,47.1,16,47.1,819,4256,1956,38,50,6,23,14,1072,88,1924,69,56.3,21.4,23,78,4,5,28,2,1.36,29,25,4,0.19,0.01,33.9,21.4,12.6,0.59,-0.04,1,0,0,15,18,0,89,9,15,0,0,0,87,6,11,35.3
ITA-Serie A,2324,Napoli,Stanislav Lobotka,SVK,MF,29-190,1994,38,38,3282,36.5,0,1,1,0,0,0,4,0,0.6,0.6,1.3,1.9,29,188,34,0,0.03,0.03,0,0.03,0.02,0.04,0.05,0.02,0.05,0,14,4,28.6,0.38,0.11,0,0,26.9,0,0,0,0.6,0.6,0.04,-0.6,-0.6,2081,2278,91.4,34504,8906,999,1071,93.3,885,945,93.7,152,192,79.2,1,1.3,1.6,-0.3,23,212,22,1,188,2278,2209,63,37,4,14,3,2,0,0,0,0,2081,6,14,88,2.41,77,1,4,1,4,1,4,0.11,4,0,0,0,0,0,61,39,18,30,13,24,60,40,36,30,8,22,30,91,29,0,2518,94,521,1658,361,5,2518,33,15,45.5,11,33.3,1449,6884,2731,29,47,2,25,13,1851,34,3282,86,96,36.5,38,86,25,0,,0,1.39,50,44,6,0.16,-0.49,58.9,35.5,23.3,0.64,0.85,4,0,0,33,41,0,3,30,39,0,0,0,236,11,23,32.4
ITA-Serie A,2324,Napoli,Victor Osimhen,NGA,FW,25-156,1998,25,22,1982,22,15,3,18,12,3,5,6,1,15.4,11.4,3.1,14.6,34,23,142,0.68,0.14,0.82,0.54,0.68,0.7,0.14,0.84,0.52,0.66,15,85,36,42.4,3.86,1.63,0.14,0.33,13.4,0,3,5,15.4,11.4,0.13,-0.4,0.6,194,290,66.9,2461,399,120,158,75.9,52,72,72.2,4,13,30.8,3,3.1,0.9,-0.1,23,12,6,0,23,290,269,17,0,1,1,14,3,0,0,0,0,194,4,15,54,2.45,29,0,4,14,7,0,8,0.36,5,0,1,1,1,0,9,5,0,4,5,2,4,50,2,5,1,4,2,11,18,0,549,20,30,186,340,152,544,40,16,40,19,47.5,314,1769,761,34,24,15,64,28,411,142,1982,79,58,22,22,86,13,3,33,1,1.4,36,28,8,0.36,0.43,38,23,15,0.68,0.18,6,1,1,31,31,35,14,2,5,3,0,0,40,37,47,44
ITA-Serie A,2324,Roma,Andrea Belotti,ITA,FW,30-165,1993,14,6,679,7.5,3,2,5,3,0,0,1,0,2.4,2.4,1.2,3.6,15,8,49,0.4,0.27,0.66,0.4,0.66,0.32,0.16,0.48,0.32,0.48,3,15,8,53.3,1.99,1.06,0.2,0.38,13.9,0,0,0,2.4,2.4,0.16,0.6,0.6,115,155,74.2,1521,212,72,86,83.7,31,41,75.6,5,7,71.4,2,1.2,0.9,0.8,8,2,1,0,8,155,141,13,0,1,0,4,2,0,0,0,0,115,1,10,23,3.05,11,0,3,3,5,1,6,0.8,3,0,2,1,0,0,8,4,2,3,3,3,6,50,3,7,0,7,2,10,3,0,238,3,17,116,107,34,238,15,7,46.7,6,40,160,850,350,15,9,6,21,12,186,49,679,49,19.9,7.5,6,82,4,8,23,8,1.43,12,12,0,0,-0.62,11.1,6.9,4.2,0.56,0.39,1,0,0,14,25,8,4,2,4,0,0,0,15,14,22,38.9
ITA-Serie A,2324,Roma,Angeliño,ESP,DF,27-150,1997,16,14,1141,12.7,0,1,1,0,0,0,2,0,0.2,0.2,1.6,1.7,12,40,55,0,0.08,0.08,0,0.08,0.01,0.12,0.14,0.01,0.14,0,8,2,25,0.63,0.16,0,0,24.1,0,0,0,0.2,0.2,0.02,-0.2,-0.2,546,715,76.4,9819,3457,257,285,90.2,221,284,77.8,62,123,50.4,1,1.6,1.5,-0.6,19,36,21,13,40,715,610,101,12,0,4,53,87,2,1,0,0,546,4,11,33,2.6,30,2,0,1,0,0,3,0.24,3,0,0,0,0,0,21,11,12,6,3,11,19,57.9,8,11,5,6,12,33,37,1,830,60,284,351,199,7,830,13,6,46.2,6,46.2,414,1902,864,12,13,0,9,6,502,55,1141,71,33.4,12.7,14,76,5,2,42,0,1.75,22,16,6,0.47,-0.04,16.4,16.3,0.1,0.01,-0.36,2,0,0,13,10,1,53,12,11,0,0,1,55,15,9,62.5
ITA-Serie A,2324,Roma,Bryan Cristante,ITA,"MF,DF",29-091,1995,37,37,3289,36.5,3,4,7,3,0,0,8,0,4,4,2.9,6.9,47,234,80,0.08,0.11,0.19,0.08,0.19,0.11,0.08,0.19,0.11,0.19,3,54,8,14.8,1.48,0.22,0.06,0.38,17.2,0,0,0,4,4,0.07,-1,-1,1785,2178,82,31740,9730,777,895,86.8,818,924,88.5,154,242,63.6,4,2.9,3.1,1.1,30,229,37,6,234,2178,2140,30,28,5,21,29,2,0,0,0,0,1785,8,43,82,2.24,69,0,0,9,4,0,16,0.44,9,0,0,6,1,0,72,41,33,28,11,28,50,56,22,36,6,30,25,97,55,2,2494,88,577,1504,425,80,2494,26,17,65.4,8,30.8,1438,7211,3544,47,52,4,27,21,1860,80,3289,89,96.2,36.5,37,89,34,0,,0,1.62,63,44,19,0.52,0.52,49.8,39.7,10.1,0.28,0.67,8,0,0,77,16,4,29,25,41,0,1,0,203,82,60,57.7
ITA-Serie A,2324,Roma,Chris Smalling,ENG,DF,34-193,1989,8,4,390,4.3,0,0,0,0,0,0,0,0,0,0,0.4,0.4,1,13,2,0,0,0,0,0,0.01,0.08,0.1,0.01,0.1,0,1,1,100,0.23,0.23,0,0,7.1,0,0,0,0,0,0.05,0,0,197,228,86.4,3810,1394,61,69,88.4,122,132,92.4,13,20,65,0,0.4,0,-0.4,1,7,0,0,13,228,224,4,4,0,2,0,0,0,0,0,0,197,0,1,3,0.69,2,0,0,1,0,0,1,0.23,1,0,0,0,0,0,1,1,1,0,0,1,4,25,3,6,5,1,5,6,8,0,262,25,114,133,15,6,262,2,0,0,1,50,161,896,466,1,3,0,2,1,174,2,390,49,11.4,4.3,4,80,2,4,17,7,2,8,8,0,0,-0.56,6.1,3.9,2.2,0.51,0.29,0,0,0,1,3,0,0,5,1,0,0,0,22,22,7,75.9
ITA-Serie A,2324,Roma,Dean Huijsen,ESP,DF,19-049,2005,13,4,509,5.7,2,0,2,2,0,0,4,0,0.4,0.4,0.1,0.5,4,18,15,0.35,0,0.35,0.35,0.35,0.07,0.01,0.08,0.07,0.08,2,6,2,33.3,1.06,0.35,0.33,1,11,0,0,0,0.4,0.4,0.07,1.6,1.6,400,459,87.1,7151,2423,158,175,90.3,203,221,91.9,34,47,72.3,0,0.1,0.1,-0.1,1,16,1,0,18,459,441,18,6,0,2,1,7,0,0,0,0,400,0,10,8,1.41,4,0,1,2,1,0,4,0.71,1,0,1,1,1,0,10,5,5,5,0,1,4,25,3,7,4,3,4,14,26,2,525,62,204,281,41,8,525,2,1,50,1,50,308,1407,696,4,3,0,3,2,390,15,509,39,14.9,5.7,4,69,2,9,26,7,2.08,9,10,-1,-0.18,-0.8,5.6,7.1,-1.5,-0.26,-0.6,4,0,0,10,2,0,1,4,5,1,0,1,24,9,7,56.3
ITA-Serie A,2324,Roma,Diego Llorente,ESP,DF,30-291,1993,29,27,2170,24.1,1,1,2,1,0,0,5,0,0.3,0.3,0.6,0.9,20,75,5,0.04,0.04,0.08,0.04,0.08,0.01,0.02,0.04,0.01,0.04,1,9,4,44.4,0.37,0.17,0.11,0.25,19.8,1,0,0,0.3,0.3,0.04,0.7,0.7,1501,1648,91.1,28395,9300,503,520,96.7,865,914,94.6,120,180,66.7,1,0.6,0.2,0.4,4,71,1,0,75,1648,1592,55,28,1,3,6,8,0,0,0,0,1501,1,11,22,0.91,19,0,0,2,1,0,2,0.08,2,0,0,0,0,0,31,19,20,10,1,11,24,45.8,13,40,27,13,22,53,79,0,1865,233,945,869,56,12,1865,7,3,42.9,3,42.9,1208,6166,2944,20,10,0,10,3,1370,5,2170,75,63.5,24.1,27,78,20,2,32,5,1.69,43,28,15,0.62,0.33,34,23.5,10.5,0.44,0.51,5,0,0,25,23,0,6,22,19,0,1,0,92,43,50,46.2
ITA-Serie A,2324,Roma,Edoardo Bove,ITA,MF,22-017,2002,31,18,1780,19.8,0,2,2,0,0,0,2,0,2,2,0.7,2.7,21,88,47,0,0.1,0.1,0,0.1,0.1,0.04,0.14,0.1,0.14,0,19,6,31.6,0.96,0.3,0,0,17.8,0,0,0,2,2,0.1,-2,-2,649,780,83.2,9698,2639,378,423,89.4,225,258,87.2,31,48,64.6,2,0.7,1.2,1.3,16,59,19,1,88,780,764,11,10,3,3,8,1,0,0,0,0,649,5,19,40,2.02,34,0,1,0,5,0,2,0.1,2,0,0,0,0,0,60,31,16,31,13,27,46,58.7,19,21,1,20,11,71,11,1,980,20,165,557,265,36,980,18,9,50,7,38.9,558,2442,1095,21,24,2,27,27,662,47,1780,57,52,19.8,18,78,9,13,29,7,1.68,30,21,9,0.46,-0.09,27,21.6,5.4,0.27,0.04,2,0,0,31,37,1,8,11,31,0,0,0,95,29,35,45.3
ITA-Serie A,2324,Roma,Gianluca Mancini,ITA,DF,28-046,1996,36,34,2869,31.9,4,1,5,4,0,0,9,0,1.9,1.9,1.1,3,38,139,13,0.13,0.03,0.16,0.13,0.16,0.06,0.04,0.1,0.06,0.1,4,19,7,36.8,0.6,0.22,0.21,0.57,12.2,0,0,0,1.9,1.9,0.1,2.1,2.1,1744,2011,86.7,31178,10905,723,759,95.3,872,961,90.7,135,261,51.7,1,1.1,1.1,-0.1,10,141,19,4,139,2011,1909,98,72,2,7,24,5,0,0,0,0,1744,4,6,28,0.88,23,0,1,2,1,1,1,0.03,1,0,0,0,0,0,34,20,21,11,2,11,27,40.7,16,38,26,12,36,70,77,1,2248,249,997,1095,167,28,2248,5,4,80,1,20,1397,6722,4373,38,43,0,4,10,1677,13,2869,80,83.9,31.9,34,84,26,2,15,1,1.64,51,37,14,0.44,-0.38,41.5,34.8,6.7,0.21,-0.26,9,0,0,49,31,0,24,36,20,0,0,0,106,42,33,56
ITA-Serie A,2324,Roma,Houssem Aouar,ALG,"MF,FW",25-338,1998,16,9,756,8.4,4,0,4,4,0,0,3,0,2.3,2.3,0.5,2.8,17,26,59,0.48,0,0.48,0.48,0.48,0.28,0.05,0.33,0.28,0.33,4,12,7,58.3,1.43,0.83,0.33,0.57,13.3,0,0,0,2.3,2.3,0.19,1.7,1.7,300,359,83.6,4459,818,166,181,91.7,113,133,85,14,21,66.7,0,0.5,0.6,-0.5,10,25,3,1,26,359,344,15,4,0,0,10,3,8,5,2,0,300,0,8,21,2.5,12,4,1,2,2,0,0,0,0,0,0,0,0,0,16,11,4,10,2,3,12,25,9,5,0,5,4,20,2,1,440,3,49,238,157,27,440,21,11,52.4,7,33.3,278,1418,622,17,15,7,16,15,319,59,756,47,22.1,8.4,9,70,2,7,18,14,1.69,12,9,3,0.36,-0.18,12,9.4,2.6,0.31,0.08,3,0,0,10,11,3,10,4,11,0,0,0,39,10,11,47.6
ITA-Serie A,2324,Roma,João Costa,BRA,"MF,FW",19-066,2005,3,0,14,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,7,9,77.8,100,43,4,4,100,3,3,100,0,1,0,0,0,0.1,0,1,0,1,0,1,9,7,2,0,0,0,1,1,0,0,0,0,7,0,1,2,12.86,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10,0,2,2,6,1,10,0,0,,0,,5,25,14,0,0,0,1,1,6,1,14,5,0.4,0.2,0,,0,3,5,17,0,0,1,-1,-6.43,-6.96,0.4,0.8,-0.4,-2.56,-2.83,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,
ITA-Serie A,2324,Roma,Leandro Paredes,ARG,MF,29-339,1994,34,32,2634,29.3,3,5,8,0,3,3,15,1,3.3,1,2.3,3.2,36,214,19,0.1,0.17,0.27,0,0.17,0.11,0.08,0.19,0.03,0.11,3,29,3,10.3,0.99,0.1,0,0,28.6,4,3,3,3.3,1,0.03,-0.3,-1,1880,2129,88.3,35052,11864,748,791,94.6,885,956,92.6,224,330,67.9,5,2.3,2.5,2.7,27,219,16,2,214,2129,1950,177,104,3,20,82,12,60,33,24,0,1880,2,20,80,2.73,51,20,1,3,3,2,9,0.31,4,3,0,1,1,0,57,36,30,22,5,33,77,42.9,44,26,7,19,29,86,43,1,2332,102,562,1461,322,9,2329,18,8,44.4,6,33.3,1428,7224,3762,36,36,3,15,9,1684,19,2634,77,77,29.3,32,81,17,2,22,0,1.65,42,34,8,0.27,-0.99,35.4,29.4,6,0.21,-0.2,15,1,0,31,35,0,82,29,36,0,1,0,184,14,3,82.4
ITA-Serie A,2324,Roma,Leonardo Spinazzola,ITA,DF,31-069,1993,24,15,1312,14.6,1,2,3,1,0,0,0,0,0.2,0.2,3,3.2,108,52,74,0.07,0.14,0.21,0.07,0.21,0.02,0.21,0.22,0.02,0.22,1,8,3,37.5,0.55,0.21,0.13,0.33,23.6,0,0,0,0.2,0.2,0.03,0.8,0.8,663,849,78.1,11631,3209,300,333,90.1,299,373,80.2,56,102,54.9,2,3,3.1,-1,27,32,48,21,52,849,731,112,8,3,7,84,104,0,0,0,0,663,6,17,44,3.02,39,1,3,1,0,0,4,0.27,3,0,1,0,0,0,15,7,10,5,0,8,18,44.4,10,8,2,6,3,18,15,0,951,30,234,407,319,37,951,43,20,46.5,19,44.2,604,5548,3161,108,61,22,16,4,652,74,1312,55,38.4,14.6,15,72,4,9,27,6,1.63,27,18,9,0.62,0.19,20,13.8,6.2,0.43,0.29,0,0,0,8,6,1,84,3,7,0,0,0,74,6,6,50
ITA-Serie A,2324,Roma,Lorenzo Pellegrini,ITA,MF,27-349,1996,29,20,1859,20.7,8,3,11,7,1,1,7,0,4.8,4,2.4,6.4,43,94,97,0.39,0.15,0.53,0.34,0.48,0.23,0.12,0.35,0.19,0.31,8,46,19,41.3,2.23,0.92,0.15,0.37,19.8,5,1,1,4.8,4,0.09,3.2,3,665,850,78.2,10532,2994,347,388,89.4,247,293,84.3,47,108,43.5,3,2.4,3.2,0.6,36,66,22,5,94,850,779,70,27,9,3,76,2,40,19,17,0,665,1,16,69,3.34,40,17,3,4,4,1,9,0.44,4,1,1,1,2,0,35,20,14,16,5,17,51,33.3,34,28,5,23,20,55,22,0,1090,23,161,581,364,49,1089,38,19,50,16,42.1,645,4091,1797,43,36,5,42,20,772,97,1859,64,54.4,20.7,20,79,7,9,30,2,1.62,38,28,10,0.48,-0.03,28.3,22.2,6.1,0.3,0.1,7,0,0,26,35,3,76,20,20,1,0,0,97,12,17,41.4
ITA-Serie A,2324,Roma,Mile Svilar,SRB,GK,24-280,1999,15,15,1350,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,526,605,86.9,11527,7333,143,143,100,297,300,99,85,161,52.8,0,0,0,0,1,3,0,0,0,605,492,113,24,0,0,0,0,0,0,0,0,526,0,0,3,0.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,644,549,643,1,0,0,644,1,1,100,0,0,414,1946,1174,0,0,0,0,0,359,0,1350,90,39.5,15,15,90,15,0,,23,1.67,24,19,5,0.33,-0.28,19.7,21,-1.3,-0.09,-0.56,1,0,0,0,4,0,0,0,0,0,0,0,19,5,0,100
ITA-Serie A,2324,Roma,Niccolò Pisilli,ITA,MF,19-253,2004,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,5,6,83.3,62,0,5,5,100,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,0,0,6,1,0,7,0,0,,0,,5,24,10,0,0,0,1,0,6,1,10,10,0.3,0.1,0,,0,1,10,22,0,0,0,0,0,-0.5,0,0,0,-0.33,-0.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
